pl_name,hostname,ra,dec
Kepler-387 b,Kepler-387,287.7982699,45.6567655
Kepler-1245 b,Kepler-1245,290.7443078,43.260753
Kepler-123 c,Kepler-123,296.9985853,42.7819633
Kepler-175 c,Kepler-175,289.553232,43.876116
Kepler-282 b,Kepler-282,284.6772402,44.7976401
Kepler-1158 b,Kepler-1158,292.2339048,41.5751832
Kepler-1159 b,Kepler-1159,294.266325,45.2042317
Kepler-255 b,Kepler-255,296.0642702,45.9767647
Kepler-401 c,Kepler-401,290.0827494,50.8634361
Kepler-185 b,Kepler-185,282.4681674,43.8899464
Kepler-311 d,Kepler-311,282.0612731,47.0854984
Kepler-1179 b,Kepler-1179,284.0974305,47.8104856
Kepler-1076 b,Kepler-1076,287.5902594,51.0606047
Kepler-1030 b,Kepler-1030,293.6819098,45.8175241
Kepler-1088 b,Kepler-1088,281.5614578,42.4504087
Kepler-336 c,Kepler-336,290.2376224,41.3313637
Kepler-342 d,Kepler-342,292.6780488,46.7266813
Kepler-1169 b,Kepler-1169,294.9115874,46.4914718
Kepler-377 c,Kepler-377,295.4220717,38.7356737
Kepler-283 c,Kepler-283,293.6137413,47.838938
Kepler-187 b,Kepler-187,299.7964955,44.0892448
Kepler-355 b,Kepler-355,285.7994917,42.8117427
Kepler-1257 b,Kepler-1257,296.0756231,45.6270165
Kepler-299 e,Kepler-299,283.2070156,48.5805222
KIC 9663113 b,KIC 9663113,297.0454037,46.3286653
Kepler-363 c,Kepler-363,283.1920779,41.3054172
Kepler-1007 b,Kepler-1007,295.9065297,45.8090893
Kepler-1084 b,Kepler-1084,290.1019809,48.251146
Kepler-301 c,Kepler-301,283.982904,49.2329512
Kepler-1152 b,Kepler-1152,290.4341483,44.1077802
Kepler-326 b,Kepler-326,294.3255898,46.0022646
Kepler-1131 b,Kepler-1131,295.6514492,49.2612954
Kepler-1213 b,Kepler-1213,289.4858423,50.9441967
Kepler-382 b,Kepler-382,299.1362435,45.8699582
Kepler-1043 b,Kepler-1043,281.6629579,47.5685927
Kepler-981 b,Kepler-981,289.2489051,47.6501141
Kepler-1324 b,Kepler-1324,291.1849503,40.3112023
Kepler-208 c,Kepler-208,293.8901979,42.5279413
Kepler-364 c,Kepler-364,281.5699998,47.3986233
Kepler-1203 b,Kepler-1203,292.7734523,44.178088
Kepler-292 e,Kepler-292,295.7661979,42.4242822
Kepler-203 d,Kepler-203,297.089959,41.3880686
Kepler-212 b,Kepler-212,287.6208165,43.1416239
Kepler-1340 b,Kepler-1340,296.2328099,42.4727965
Kepler-1344 b,Kepler-1344,287.0862799,46.9457998
Kepler-1133 b,Kepler-1133,293.3224114,42.8674925
Kepler-956 b,Kepler-956,292.5308289,49.0616555
Kepler-1224 b,Kepler-1224,286.6257591,37.537313
HD 106906 b,HD 106906,184.4713308,-55.9755805
Kepler-1556 b,Kepler-1556,288.3969751,40.2131892
Kepler-365 c,Kepler-365,295.626564,49.130411
Kepler-1425 b,Kepler-1425,294.9510368,43.0124348
Kepler-150 f,Kepler-150,288.2341025,40.520897
Kepler-1571 b,Kepler-1571,300.9354067,45.5964836
Kepler-1577 b,Kepler-1577,292.9552704,47.5730433
Kepler-389 c,Kepler-389,291.9600082,44.9000587
Kepler-1628 b,Kepler-1628,281.6336936,43.4115547
Kepler-413 b,Kepler-413,288.5106679,51.1624235
CoRoT-24 c,CoRoT-24,101.922543,-3.7192892
Kepler-391 c,Kepler-391,290.6218844,51.0573453
Kepler-1444 b,Kepler-1444,285.3306799,42.0405016
Kepler-1587 b,Kepler-1587,292.6777294,49.6638666
Kepler-1630 b,Kepler-1630,297.5083004,43.7110543
Kepler-1641 b,Kepler-1641,296.359456,41.5745321
Kepler-1606 b,Kepler-1606,286.3782987,43.0732287
Kepler-1612 b,Kepler-1612,291.2503022,45.6550536
KIC 3558849 b,KIC 3558849,294.9498381,38.6051867
Kepler-1597 b,Kepler-1597,288.1639687,42.4810124
Kepler-1542 e,Kepler-1542,285.7284757,42.6544651
Kepler-1100 b,Kepler-1100,291.8713535,44.0873907
Kepler-384 c,Kepler-384,286.0261113,44.7828571
Kepler-1106 b,Kepler-1106,291.1451576,44.0624715
Kepler-1289 b,Kepler-1289,296.388767,41.040509
Kepler-154 b,Kepler-154,289.7805393,49.8965624
Kepler-989 b,Kepler-989,281.5827983,47.2334674
Kepler-982 b,Kepler-982,288.4176803,46.5904531
Kepler-318 b,Kepler-318,298.4828337,46.7936357
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,184.487125,16.4445
Kepler-359 d,Kepler-359,293.2936129,42.1963497
Kepler-445 c,Kepler-445,298.7363395,46.4991236
Kepler-1107 b,Kepler-1107,291.049934,39.141674
Kepler-792 b,Kepler-792,292.0068239,38.8207001
Kepler-1124 b,Kepler-1124,286.5942529,37.8912836
Kepler-431 b,Kepler-431,281.1123072,43.2277663
Kepler-1141 b,Kepler-1141,290.5436836,47.7259073
Kepler-159 c,Kepler-159,297.0702037,40.868734
Kepler-833 b,Kepler-833,290.4799052,45.6005798
Kepler-1442 b,Kepler-1442,291.2556226,48.8469171
Kepler-1095 b,Kepler-1095,293.2624215,41.3650155
Kepler-1081 b,Kepler-1081,289.444752,41.3179652
Kepler-157 d,Kepler-157,291.0972257,38.8756049
Kepler-676 b,Kepler-676,296.2220259,50.2873626
Kepler-535 b,Kepler-535,296.5666587,49.6961742
Kepler-399 d,Kepler-399,299.5017242,40.6707669
Kepler-389 b,Kepler-389,291.9600082,44.9000587
Kepler-938 b,Kepler-938,294.7890593,46.9839352
Kepler-1170 b,Kepler-1170,292.1685422,43.7795963
Kepler-730 c,Kepler-730,285.5547895,45.578842
Kepler-1434 b,Kepler-1434,295.5384415,51.2030002
Kepler-445 d,Kepler-445,298.7363395,46.4991236
Kepler-191 c,Kepler-191,291.1833211,45.3230937
Kepler-1382 b,Kepler-1382,295.3774182,39.0480365
Kepler-132 e,Kepler-132,283.23581,41.343037
Kepler-1435 b,Kepler-1435,291.1732806,44.9210836
Kepler-1494 b,Kepler-1494,282.6573891,43.1625334
Kepler-624 b,Kepler-624,295.1933631,39.5396946
Kepler-1251 b,Kepler-1251,292.1151093,49.2563792
Kepler-1588 b,Kepler-1588,288.2327232,48.0021967
Kepler-1005 b,Kepler-1005,286.2858998,43.3205085
Kepler-1576 b,Kepler-1576,289.0739641,40.3660239
Kepler-160 d,Kepler-160,287.773573,42.8692755
Kepler-1424 b,Kepler-1424,290.9916648,40.2293347
Kepler-1479 b,Kepler-1479,285.7119953,49.7067574
Kepler-146 c,Kepler-146,294.1107631,38.7102222
Kepler-1480 b,Kepler-1480,291.9998055,49.3018321
Kepler-312 b,Kepler-312,298.3957687,42.4597712
Kepler-149 c,Kepler-149,285.8537014,38.3840916
Kepler-399 c,Kepler-399,299.5017242,40.6707669
WASP-185 b,WASP-185,214.0595791,-19.5423062
Kepler-1990 c,Kepler-1990,299.7047433,44.4357068
KIC 10525077 b,KIC 10525077,287.3781164,47.7711541
Kepler-1550 b,Kepler-1550,287.7646113,38.2947076
Kepler-1555 b,Kepler-1555,287.6354587,45.7160327
Kepler-1006 b,Kepler-1006,295.7542063,42.5373065
USco1556 b,USco1556 A,239.1037198,-25.6890476
Kepler-1594 b,Kepler-1594,293.6230451,47.9619127
Kepler-310 b,Kepler-310,288.839278,46.9867472
Kepler-391 b,Kepler-391,290.6218844,51.0573453
Kepler-283 b,Kepler-283,293.6137413,47.838938
Kepler-183 b,Kepler-183,293.5308112,39.3159329
Kepler-917 b,Kepler-917,299.0512562,47.9492677
Kepler-1607 b,Kepler-1607,296.0598685,42.6560582
Kepler-1407 b,Kepler-1407,283.9424274,41.4715535
Kepler-1639 b,Kepler-1639,283.068651,48.8021209
Kepler-234 b,Kepler-234,291.6535379,38.4946597
Kepler-846 b,Kepler-846,287.0570731,49.0460112
Kepler-1989 b,Kepler-1989,290.7351869,44.091262
HATS-8 b,HATS-8,294.9416887,-25.7483655
Kepler-213 c,Kepler-213,290.8241931,44.6472832
Kepler-230 b,Kepler-230,285.7185682,48.5058038
Kepler-405 b,Kepler-405,291.4094615,38.3400107
Kepler-274 b,Kepler-274,292.9227926,38.4772173
Kepler-169 b,Kepler-169,285.9999204,40.9193822
Kepler-449 c,Kepler-449,293.732787,41.9006366
Kepler-1034 b,Kepler-1034,286.1154093,37.9669464
Kepler-1292 b,Kepler-1292,284.9057222,43.9491434
Kepler-1087 b,Kepler-1087,294.9789253,46.0056741
Kepler-1654 b,Kepler-1654,282.1856949,44.4344617
Kepler-198 c,Kepler-198,290.6731326,38.6910045
Kepler-1077 b,Kepler-1077,291.0336333,42.2678448
Kepler-1244 b,Kepler-1244,282.3012505,46.5161814
Kepler-288 b,Kepler-288,288.9163997,39.5947523
Kepler-218 c,Kepler-218,295.4128785,46.2665801
Kepler-285 b,Kepler-285,291.3908469,48.0655392
Kepler-570 b,Kepler-570,290.4376111,48.7918597
Kepler-998 b,Kepler-998,296.7541629,49.2087085
Kepler-395 b,Kepler-395,293.5111889,45.1366252
Kepler-230 c,Kepler-230,285.7185682,48.5058038
Kepler-1061 b,Kepler-1061,296.2300306,50.2752091
Kepler-221 d,Kepler-221,296.6547477,46.8352242
Kepler-1399 b,Kepler-1399,293.3116962,46.0416516
Kepler-339 b,Kepler-339,293.351701,48.4445922
Kepler-293 c,Kepler-293,286.3580611,42.4064917
Kepler-350 b,Kepler-350,285.4195845,39.7061009
Kepler-180 b,Kepler-180,295.5712566,49.774514
Kepler-151 b,Kepler-151,292.1627933,41.0231947
Kepler-253 c,Kepler-253,291.8419337,44.858124
Kepler-195 b,Kepler-195,288.1209339,47.9666141
Kepler-179 b,Kepler-179,298.6636163,47.7619329
Kepler-282 c,Kepler-282,284.6772402,44.7976401
Kepler-1016 c,Kepler-1016,294.613689,45.9846265
Kepler-635 b,Kepler-635,289.7732613,40.8007019
Kepler-242 b,Kepler-242,286.5656932,41.8084168
Kepler-183 c,Kepler-183,293.5308112,39.3159329
Kepler-378 b,Kepler-378,294.9489697,46.4388673
Kepler-81 d,Kepler-81,293.6369437,42.8248275
Kepler-319 d,Kepler-319,288.8119782,39.7706431
Kepler-80 e,Kepler-80,296.1125759,39.9787451
Kepler-1392 b,Kepler-1392,288.7669819,46.3944497
Kepler-392 b,Kepler-392,288.660826,43.3681938
Kepler-1469 b,Kepler-1469,293.8213286,39.3913385
Kepler-159 b,Kepler-159,297.0702037,40.868734
Kepler-887 c,Kepler-887,290.0907893,39.8169085
Kepler-1553 b,Kepler-1553,291.9191348,39.0221769
Kepler-1334 b,Kepler-1334,289.311532,51.3209059
Kepler-610 b,Kepler-610,293.1713241,45.0655934
Kepler-116 b,Kepler-116,294.7420605,43.5367842
Kepler-987 b,Kepler-987,289.4110582,46.1308443
Kepler-248 c,Kepler-248,293.0613138,43.5813577
Kepler-576 b,Kepler-576,295.1828896,38.6542028
KIC 5437945 b,KIC 5437945,288.4749028,40.6512848
Kepler-337 c,Kepler-337,290.0605123,47.1639533
Kepler-348 b,Kepler-348,297.2550814,40.5483883
Kepler-214 c,Kepler-214,284.7548499,44.95605
Kepler-1350 c,Kepler-1350,288.250611,46.6794847
Kepler-275 b,Kepler-275,292.4797004,38.5149018
Kepler-1327 b,Kepler-1327,289.0648073,50.4609183
Kepler-235 c,Kepler-235,286.0790779,39.278237
Kepler-362 b,Kepler-362,291.771603,47.5299192
Kepler-224 c,Kepler-224,290.9342679,47.3575414
Kepler-227 b,Kepler-227,291.9342748,48.141676
Kepler-684 b,Kepler-684,290.8704935,38.2735978
Kepler-1208 b,Kepler-1208,291.8812445,44.5557587
Kepler-250 d,Kepler-250,289.5947633,44.1418114
Kepler-168 b,Kepler-168,294.7101832,39.8250437
Kepler-1536 b,Kepler-1536,291.5852554,45.7158742
Kepler-1538 b,Kepler-1538,283.345611,45.2743573
Kepler-368 c,Kepler-368,291.880018,45.3878419
Kepler-663 b,Kepler-663,297.8082232,47.9466342
Kepler-449 b,Kepler-449,293.732787,41.9006366
Kepler-498 b,Kepler-498,290.3581592,44.5187225
Kepler-543 b,Kepler-543,287.2187273,38.8625366
Kepler-722 b,Kepler-722,290.2632874,44.5564051
Kepler-1458 b,Kepler-1458,283.2115971,41.0380135
Kepler-1524 b,Kepler-1524,293.8853557,39.5198348
CoRoT-8 b,CoRoT-8,291.5885696,1.4262972
Kepler-601 b,Kepler-601,282.0046852,42.1764657
Kepler-1269 b,Kepler-1269,287.8055442,45.3405371
Kepler-1417 b,Kepler-1417,290.9498966,40.605197
Kepler-84 e,Kepler-84,298.2520208,40.4960842
Kepler-250 b,Kepler-250,289.5947633,44.1418114
Kepler-163 c,Kepler-163,295.0027458,46.9873389
Kepler-162 c,Kepler-162,297.2789115,43.7239693
Kepler-719 b,Kepler-719,295.5360628,43.8844116
Kepler-179 c,Kepler-179,298.6636163,47.7619329
Kepler-330 b,Kepler-330,288.4474035,44.8017616
Kepler-304 d,Kepler-304,294.4418031,40.5575408
Kepler-357 c,Kepler-357,291.2429746,44.0086337
Kepler-928 b,Kepler-928,289.920676,41.5427758
Kepler-1113 b,Kepler-1113,289.4066969,39.338813
Kepler-834 b,Kepler-834,287.0544674,45.1803351
Kepler-978 b,Kepler-978,286.7107166,43.0433585
Kepler-1201 b,Kepler-1201,294.6147908,40.8331158
Kepler-1206 b,Kepler-1206,295.9383737,49.7911337
Kepler-155 b,Kepler-155,288.4957831,51.0819286
Kepler-626 b,Kepler-626,288.6986828,39.7082044
Kepler-566 b,Kepler-566,291.5544735,47.8144362
Kepler-207 c,Kepler-207,290.0305195,42.1660555
Kepler-969 c,Kepler-969,288.3724989,47.9335642
Kepler-143 b,Kepler-143,298.0676519,49.412541
Kepler-332 d,Kepler-332,286.6627811,47.4136938
CoRoT-23 b,CoRoT-23,279.7826586,4.3577516
Kepler-983 b,Kepler-983,285.1042243,45.0080745
Kepler-1212 b,Kepler-1212,296.8534096,50.0373196
Kepler-216 b,Kepler-216,293.7280695,46.1291139
Kepler-266 b,Kepler-266,294.4843821,44.1669355
Kepler-885 b,Kepler-885,288.6615682,49.7371538
Kepler-1025 b,Kepler-1025,284.510214,43.9615628
Kepler-170 b,Kepler-170,284.5211975,41.6296562
Kepler-557 b,Kepler-557,293.7084179,41.6151084
Kepler-1625 b,Kepler-1625,295.429322,39.8865068
Kepler-845 b,Kepler-845,290.9576363,49.2037262
Kepler-1127 b,Kepler-1127,293.2173563,42.7205846
Kepler-574 b,Kepler-574,290.2470519,52.1491051
HD 97048 b,HD 97048,167.0133422,-77.654853
Kepler-1313 b,Kepler-1313,292.388582,42.2332767
Kepler-650 b,Kepler-650,289.0009451,45.1542968
Kepler-1055 b,Kepler-1055,290.4867838,44.932541
Kepler-108 c,Kepler-108,294.5589885,46.0623952
Kepler-169 e,Kepler-169,285.9999204,40.9193822
Kepler-599 b,Kepler-599,285.9115968,41.0695091
Kepler-213 b,Kepler-213,290.8241931,44.6472832
Kepler-768 b,Kepler-768,294.1156858,38.3934378
Kepler-777 b,Kepler-777,282.7241098,44.3465098
Kepler-900 b,Kepler-900,296.177272,46.9989635
Kepler-393 b,Kepler-393,290.995205,45.192188
Kepler-431 d,Kepler-431,281.1123072,43.2277663
Kepler-654 b,Kepler-654,297.0683931,46.8342497
Kepler-142 c,Kepler-142,295.1190067,48.4813635
Kepler-147 b,Kepler-147,287.9757213,39.087168
Kepler-401 b,Kepler-401,290.0827494,50.8634361
Kepler-1290 b,Kepler-1290,290.6852287,43.8596155
Kepler-1047 b,Kepler-1047,288.6462564,50.7889645
Kepler-388 b,Kepler-388,284.8280577,44.6086451
Kepler-1149 b,Kepler-1149,294.1891824,45.1515263
Kepler-1163 b,Kepler-1163,290.235863,50.0300654
Kepler-818 b,Kepler-818,296.2351072,39.3702865
GJ 504 b,GJ 504,199.192348,9.4249781
2MASS J01225093-2439505 b,2MASS J01225093-2439505,20.7128012,-24.6646128
Kepler-378 c,Kepler-378,294.9489697,46.4388673
Kepler-480 b,Kepler-480,294.4639165,49.7650473
Kepler-152 b,Kepler-152,286.8653826,41.9889571
Kepler-141 c,Kepler-141,297.9707271,47.7316041
Kepler-246 c,Kepler-246,296.4834007,42.6633806
Kepler-401 d,Kepler-401,290.0827494,50.8634361
Kepler-1231 b,Kepler-1231,288.5882888,42.6056644
Kepler-320 b,Kepler-320,293.2135155,46.1751457
Kepler-977 b,Kepler-977,291.5161959,42.2480736
Kepler-1237 b,Kepler-1237,295.6292745,44.6905815
Kepler-1242 b,Kepler-1242,284.6062174,41.196344
Kepler-957 b,Kepler-957,290.1563633,48.818971
Kepler-1094 b,Kepler-1094,292.3012109,38.2669983
Kepler-209 b,Kepler-209,291.1694567,42.6407281
Kepler-567 b,Kepler-567,297.6726072,48.3023458
Kepler-712 c,Kepler-712,294.9096739,42.9351987
Kepler-936 b,Kepler-936,293.5777958,46.7362953
Kepler-937 b,Kepler-937,294.1688142,46.7146161
Kepler-402 b,Kepler-402,288.3701976,43.3546109
Kepler-776 b,Kepler-776,287.2726117,41.6356009
Kepler-1385 b,Kepler-1385,282.6313559,46.481022
Kepler-133 b,Kepler-133,297.2778906,48.3203542
Kepler-235 d,Kepler-235,286.0790779,39.278237
Kepler-219 d,Kepler-219,288.7389481,46.7625929
Kepler-308 b,Kepler-308,295.7852423,40.4395753
Kepler-339 c,Kepler-339,293.351701,48.4445922
Kepler-263 c,Kepler-263,292.4698022,37.5677941
Kepler-398 c,Kepler-398,291.4688524,40.3437001
Kepler-910 b,Kepler-910,296.0472937,42.7429414
Kepler-916 b,Kepler-916,290.9833818,45.9733334
Kepler-1307 b,Kepler-1307,292.8698348,46.7418679
Kepler-1527 b,Kepler-1527,297.4144457,46.0608077
Kepler-194 d,Kepler-194,291.971429,47.8640498
Kepler-1545 b,Kepler-1545,298.8988313,47.4630696
Kepler-692 b,Kepler-692,294.7768068,40.1537027
Kepler-694 b,Kepler-694,291.1495269,40.4204569
Kepler-1396 b,Kepler-1396,294.3363936,44.9182296
Kepler-1164 b,Kepler-1164,287.5296372,38.8945065
Kepler-959 b,Kepler-959,292.171185,40.8113849
Kepler-1364 b,Kepler-1364,295.1521334,49.5876179
Kepler-1379 b,Kepler-1379,293.6704404,41.4102105
Kepler-804 c,Kepler-804,293.3722109,44.7851812
Kepler-666 b,Kepler-666,298.4568899,48.7915925
Kepler-513 b,Kepler-513,285.0416235,50.0753913
Kepler-515 b,Kepler-515,290.493913,52.055611
Kepler-1493 b,Kepler-1493,288.5493683,38.5651973
Kepler-150 c,Kepler-150,288.2341025,40.520897
Kepler-636 b,Kepler-636,293.5920614,41.0950891
Kepler-201 b,Kepler-201,293.626059,41.2728004
Kepler-251 c,Kepler-251,296.5662171,44.1058077
Kepler-1120 b,Kepler-1120,290.9144516,42.2865522
Kepler-1151 b,Kepler-1151,292.2477819,47.8784257
Kepler-375 c,Kepler-375,288.6178715,48.0983639
Kepler-1140 b,Kepler-1140,281.6940529,46.946521
Kepler-265 d,Kepler-265,290.5104788,41.244743
Kepler-945 b,Kepler-945,291.2697354,42.0960305
Kepler-894 b,Kepler-894,288.7340513,46.939363
Kepler-298 d,Kepler-298,283.0398448,48.8253303
Kepler-280 c,Kepler-280,291.3905325,42.1804735
Kepler-303 c,Kepler-303,283.1354742,43.6567036
Kepler-1581 b,Kepler-1581,287.3713199,39.6036225
Kepler-1234 b,Kepler-1234,287.5220359,51.3759464
Kepler-679 b,Kepler-679,296.0213374,50.5678019
Kepler-265 c,Kepler-265,290.5104788,41.244743
Kepler-325 d,Kepler-325,289.8354219,49.825607
Kepler-238 c,Kepler-238,287.8971066,40.6378141
Kepler-1268 b,Kepler-1268,287.838419,43.1531776
Kepler-1274 b,Kepler-1274,284.5936858,46.4497364
Kepler-198 d,Kepler-198,290.6731326,38.6910045
Kepler-362 c,Kepler-362,291.771603,47.5299192
Kepler-369 c,Kepler-369,293.6743322,47.9084727
Kepler-395 c,Kepler-395,293.5111889,45.1366252
Kepler-120 b,Kepler-120,287.8915707,39.3390979
Kepler-264 c,Kepler-264,292.044628,37.3761861
Kepler-351 b,Kepler-351,286.4527949,42.6577891
Kepler-532 b,Kepler-532,298.6609094,48.6063022
Kepler-148 b,Kepler-148,289.7861626,46.8588176
Kepler-1542 d,Kepler-1542,285.7284757,42.6544651
Kepler-354 b,Kepler-354,285.7515347,41.3356739
Kepler-298 c,Kepler-298,283.0398448,48.8253303
Kepler-1564 b,Kepler-1564,290.5861316,46.6427486
Kepler-363 b,Kepler-363,283.1920779,41.3054172
Kepler-1195 b,Kepler-1195,284.3510523,40.8529319
Kepler-565 b,Kepler-565,283.6180825,47.1967793
Kepler-637 b,Kepler-637,292.4172566,41.4168384
Kepler-711 b,Kepler-711,297.4600468,42.8398172
Kepler-247 c,Kepler-247,288.6425609,43.0393769
Kepler-237 b,Kepler-237,283.2213438,40.421762
Kepler-905 b,Kepler-905,290.0511468,46.7134077
Kepler-384 b,Kepler-384,286.0261113,44.7828571
HATS-50 b,HATS-50,300.4280761,-26.077564
Kepler-163 b,Kepler-163,295.0027458,46.9873389
Kepler-1156 b,Kepler-1156,288.9240901,46.0575865
Kepler-960 b,Kepler-960,281.4572217,46.7465538
Kepler-1066 b,Kepler-1066,298.866621,46.5022325
Kepler-1360 b,Kepler-1360,300.3440482,45.6231826
Kepler-218 b,Kepler-218,295.4128785,46.2665801
Kepler-1128 b,Kepler-1128,293.063315,39.4034052
Kepler-1309 b,Kepler-1309,298.7351131,40.7641262
Kepler-1329 b,Kepler-1329,281.6476437,48.2709523
Kepler-1579 b,Kepler-1579,293.288022,43.5149061
Kepler-1235 b,Kepler-1235,284.9030677,43.9540616
Kepler-649 b,Kepler-649,285.6558336,45.0794516
Kepler-653 c,Kepler-653,282.2130447,46.7177898
Kepler-524 c,Kepler-524,296.8591787,49.1620125
Kepler-1614 b,Kepler-1614,284.8713893,49.7758867
Kepler-1636 b,Kepler-1636,294.0575681,46.4409844
Kepler-971 b,Kepler-971,284.0945699,41.1828131
Kepler-1460 b,Kepler-1460,285.5577888,44.0108221
Kepler-889 b,Kepler-889,291.467454,50.7595597
Kepler-1014 b,Kepler-1014,285.1219875,44.1105331
Kepler-117 b,Kepler-117,288.7930651,48.040176
Kepler-1193 b,Kepler-1193,288.1447323,51.2756446
Kepler-1153 b,Kepler-1153,289.1471849,45.86613
Kepler-333 c,Kepler-333,292.2861201,40.9135429
Kepler-150 e,Kepler-150,288.2341025,40.520897
Kepler-1402 b,Kepler-1402,291.8478341,48.9681664
Kepler-1410 b,Kepler-1410,290.5102933,38.743501
Kepler-275 d,Kepler-275,292.4797004,38.5149018
Kepler-1154 c,Kepler-1154,297.4771158,39.8772345
Kepler-390 c,Kepler-390,291.6288086,41.2088351
Kepler-120 c,Kepler-120,287.8915707,39.3390979
Kepler-272 d,Kepler-272,299.1275257,47.5938319
Kepler-371 b,Kepler-371,292.3264835,38.6575441
Kepler-366 c,Kepler-366,296.8520316,49.0844359
Kepler-586 b,Kepler-586,293.0571982,45.5511266
Kepler-539 b,Kepler-539,299.1224639,41.8667953
Kepler-1072 b,Kepler-1072,292.0443891,46.3289723
Kepler-675 b,Kepler-675,293.8334488,50.2303479
Kepler-162 b,Kepler-162,297.2789115,43.7239693
CoRoT-28 b,CoRoT-28,278.6883216,5.5736911
Kepler-237 c,Kepler-237,283.2213438,40.421762
Kepler-342 c,Kepler-342,292.6780488,46.7266813
Kepler-346 c,Kepler-346,288.0119248,46.1176003
Kepler-1272 b,Kepler-1272,285.2197605,38.8058393
Kepler-811 b,Kepler-811,285.4241593,47.8345586
Kepler-67 b,Kepler-67,294.1533505,46.1663976
Kepler-464 b,Kepler-464,294.8351052,48.9823204
Kepler-262 c,Kepler-262,290.7287168,37.2526575
Kepler-796 b,Kepler-796,287.3078999,39.1447097
Kepler-29 b,Kepler-29,298.348382,47.4913021
Kepler-79 e,Kepler-79,300.5171067,44.3815508
Kepler-1646 b,Kepler-1646,287.5264859,42.9129356
Kepler-270 b,Kepler-270,282.2001207,44.4222795
Kepler-800 b,Kepler-800,286.5747697,44.7951858
Kepler-259 b,Kepler-259,288.2119707,46.6150461
Kepler-1218 b,Kepler-1218,291.5788505,44.5316825
Kepler-1510 b,Kepler-1510,298.9591432,48.2578295
Kepler-1534 b,Kepler-1534,292.395373,43.8691326
Kepler-115 c,Kepler-115,297.7119299,45.261985
Kepler-228 d,Kepler-228,296.2860853,48.2246328
Kepler-112 c,Kepler-112,296.9811361,43.2097025
Kepler-1511 b,Kepler-1511,288.4211892,43.179773
Kepler-195 c,Kepler-195,288.1209339,47.9666141
Kepler-481 b,Kepler-481,291.9069862,49.262076
Kepler-1080 b,Kepler-1080,296.4644914,49.1828952
Kepler-1423 b,Kepler-1423,288.2437481,41.1100655
Kepler-206 d,Kepler-206,291.6346564,41.8338415
Kepler-587 b,Kepler-587,288.6706571,47.3991249
Kepler-922 b,Kepler-922,284.7316084,49.533149
Kepler-199 c,Kepler-199,295.5594278,40.236249
Kepler-1248 b,Kepler-1248,288.0592191,51.3544564
Kepler-660 b,Kepler-660,288.1382985,47.7245642
Kepler-1455 b,Kepler-1455,294.0830662,50.5027572
Kepler-1366 b,Kepler-1366,285.0648845,41.5548464
Kepler-172 d,Kepler-172,283.3684093,41.821839
Kepler-736 b,Kepler-736,285.3913092,46.1809293
Kepler-332 b,Kepler-332,286.6627811,47.4136938
Kepler-1210 b,Kepler-1210,292.8321598,48.2193376
Kepler-817 b,Kepler-817,296.0818498,39.161614
Kepler-1171 b,Kepler-1171,294.9589285,38.5915968
Kepler-1229 b,Kepler-1229,297.4868347,46.9966782
Kepler-584 b,Kepler-584,288.230615,42.4136181
Kepler-814 b,Kepler-814,284.9105256,48.4315896
Kepler-247 d,Kepler-247,288.6425609,43.0393769
Kepler-604 b,Kepler-604,292.3159795,42.6262429
Kepler-1068 b,Kepler-1068,294.6481708,46.3923173
Kepler-379 c,Kepler-379,295.7010981,38.9458209
Kepler-1097 b,Kepler-1097,281.5941261,42.5963949
Kepler-1083 b,Kepler-1083,283.1618831,45.198336
Kepler-320 c,Kepler-320,293.2135155,46.1751457
Kepler-1247 b,Kepler-1247,294.5335974,46.6182365
Kepler-645 b,Kepler-645,290.3227098,44.0358625
Kepler-1388 e,Kepler-1388,283.3360156,47.1744499
Kepler-257 c,Kepler-257,297.3159994,46.0232642
Kepler-133 c,Kepler-133,297.2778906,48.3203542
Kepler-707 b,Kepler-707,290.007564,42.1164698
KIC 10001893 d,KIC 10001893,287.3892308,46.9844491
Kepler-1520 b,Kepler-1520,290.9662102,51.5047656
Kepler-1046 b,Kepler-1046,296.7558056,46.9982799
Kepler-193 c,Kepler-193,296.4985951,46.5772484
Kepler-946 b,Kepler-946,300.9295551,44.028671
Kepler-802 b,Kepler-802,286.0157998,45.0077413
Kepler-743 b,Kepler-743,295.57423,42.8064255
Kepler-1563 b,Kepler-1563,288.5735936,51.4727698
Kepler-1388 b,Kepler-1388,283.3360156,47.1744499
Kepler-1110 b,Kepler-1110,291.8080645,38.6226615
Kepler-852 b,Kepler-852,297.3915863,48.5606875
Kepler-991 b,Kepler-991,297.0905543,49.6264867
Kepler-770 b,Kepler-770,286.4904589,38.374872
Kepler-79 b,Kepler-79,300.5171067,44.3815508
Kepler-150 d,Kepler-150,288.2341025,40.520897
Kepler-337 b,Kepler-337,290.0605123,47.1639533
Kepler-944 b,Kepler-944,293.6012911,42.379791
Kepler-948 b,Kepler-948,293.3002774,41.5233244
CoRoT-14 b,CoRoT-14,103.4242023,-5.5360385
Kepler-906 b,Kepler-906,291.4055614,40.1254254
Kepler-209 c,Kepler-209,291.1694567,42.6407281
Kepler-356 b,Kepler-356,292.4210998,37.6827919
Kepler-349 c,Kepler-349,293.6764689,44.6155972
Kepler-148 c,Kepler-148,289.7861626,46.8588176
